topic,lo,er,ls_mean,ls_std,ls_ccv,ct_mean,ct_std,ct_ccv,d_mean,d_std,d_ccv,bt_mean,bt_std,bt_ccv,p_mean,p_std,p_ccv
T6,LO3d_1,ER8b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8b_1_2,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8b_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8c_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.33,0.52,1.58,0.33,0.58,1.76
T6,LO3d_1,ER8d_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8d_1_2,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8e_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8e_1_2,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8e_1_3,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8f_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8g_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8g_1_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8g_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8g_1_4,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8h_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8h_1_2,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8h_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8h_1_4,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8h_1_5,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8i_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8i_1_2,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8i_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8i_1_4,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8i_1_5,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8j_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8j_1_2,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO3d_1,ER8j_1_3,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8j_1_4,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO3d_1,ER8j_1_5,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4a_1,ER9a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO4a_1,ER9a_1_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4a_1,ER9b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4a_2,ER9b_2_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO4a_2,ER9b_2_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4a_2,ER9b_2_3,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO4b_1,ER10a_1_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10a_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10a_1_4,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10b_1_2,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10b_1_3,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4b_1,ER10b_1_4,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO4c_1,ER11a_1_2,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11a_1_3,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11a_1_4,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11b_1_2,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11b_1_3,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO4c_1,ER11b_1_4,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO4c_1,ER11b_1_5,0.4,0.52,1.3,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO5a_1,ER12a_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO5a_1,ER12b_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO6a_1,ER13a_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO6a_1,ER13b_1_1,0.5,0.53,1.06,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO7a_1,ER14a_1_1,0.3,0.48,1.6,0.2,0.45,2.25,0.33,0.58,1.76,0.17,0.41,2.41,0.33,0.58,1.76
T6,LO7a_1,ER14b_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO7a_1,ER14c_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO7a_1,ER14d_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
T6,LO7a_1,ER14e_1_1,0.2,0.42,2.1,0.2,0.45,2.25,0.33,0.58,1.76,0,0.0,N/A,0.33,0.58,1.76
